SSID,Year,OtherTopic,Data,Security,Application,Infra,FrontEnd,BackEnd,SaaS,Community,StartUp,Enterprise,Academic,AI/ML,Mobile,DevOps,Programming,Blockchain/Web3,Testing/QA,Design,Hardware/IoT/Maker,GIS/Mapping,CivicTech,FinTech/DeFi,EdTech,Telecom/5G,DevLifestyle,Multimedia/CreativeTech,MyData/PersonalData,Culture/Localization,Legal/Policy,SessionCount
VKSHDK,2024,60,63,59,63,65,57,67,64,58,50,62,59,61,62,71,69,58,65,69,66,63,57,58,59,59,67,56,56,55,57,331
XXYA98,2024,62,62,56,64,61,59,58,60,75,61,60,62,57,65,67,56,60,56,61,61,59,63,56,62,61,58,61,59,67,61,331
WZCDFT,2024,66,57,63,56,60,56,58,58,70,61,56,62,55,56,65,50,58,53,59,63,64,65,58,62,60,60,57,55,65,62,331
XGQPGA,2024,62,60,66,68,63,59,69,67,58,56,59,60,63,65,69,65,67,64,69,64,56,62,60,57,65,65,61,55,55,65,331
DZJLHY,2024,54,55,54,66,57,59,53,63,66,61,60,57,58,57,59,57,56,54,65,61,54,58,53,60,54,59,64,57,64,58,331
SBASPY,2024,58,59,60,63,55,60,61,58,59,58,56,60,61,57,66,65,58,65,62,63,59,56,55,58,56,66,58,59,57,58,331
HVUX9F,2024,62,59,66,63,64,60,63,66,62,56,63,58,59,60,65,59,71,64,67,63,61,64,63,62,60,59,60,72,59,69,331
J9WRVS,2024,57,59,60,64,58,57,60,58,56,54,57,53,63,64,58,66,60,60,60,61,59,60,59,59,60,61,63,58,56,55,331
778KP9,2024,63,71,69,66,71,55,62,61,72,59,59,58,63,68,65,60,65,61,57,67,79,69,64,69,69,60,59,67,65,66,331
RWBFJR,2024,57,62,62,61,58,53,59,62,52,57,65,55,62,62,60,50,66,55,61,57,52,60,68,58,57,58,58,69,57,59,331
TWWAWV,2024,62,69,61,63,65,57,59,64,55,58,59,57,60,59,64,55,64,63,60,58,65,60,55,58,56,62,56,67,54,56,331
VESN7N,2024,61,61,62,63,67,58,64,64,60,59,61,55,62,65,69,60,66,62,65,62,68,59,59,59,69,64,60,64,61,61,331
NYMPBQ,2024,60,62,58,73,66,57,63,64,67,59,67,60,62,71,67,69,65,65,70,70,57,69,63,65,62,60,64,56,67,63,331
MAPBJD,2024,69,63,57,66,66,58,63,63,64,59,62,63,65,64,71,62,64,65,68,71,63,64,61,66,66,67,68,63,63,64,331
F9Q8FJ,2024,68,63,67,67,64,60,59,66,78,68,65,65,63,60,64,59,65,55,63,70,63,71,62,67,59,68,66,62,65,66,331
VLABXY,2024,56,75,62,62,64,64,74,64,59,54,62,60,60,63,67,60,61,63,63,63,62,58,67,61,62,64,56,63,53,60,331
P3HXPF,2024,65,63,59,72,64,63,61,65,75,71,65,71,63,65,67,64,61,61,68,65,63,65,58,71,60,77,66,56,68,62,331
ZTEXGN,2024,63,63,62,68,66,62,56,68,59,63,62,62,71,65,59,56,68,61,61,66,58,62,61,65,61,64,66,66,56,62,331
XPMEGT,2024,65,68,65,70,73,63,72,68,68,61,65,66,72,69,76,64,70,66,72,86,66,68,68,72,72,71,72,63,64,70,331
PLGNJV,2024,61,59,57,61,64,56,61,64,61,61,56,59,55,58,66,62,61,62,61,65,59,59,54,59,67,61,57,55,54,54,331
YANWW7,2024,62,56,54,64,57,58,63,60,58,54,55,56,56,57,57,65,61,59,60,62,59,59,57,60,59,59,60,56,55,56,331
8KZXWT,2024,61,57,59,58,55,57,56,58,54,56,59,61,57,57,68,54,54,62,63,60,60,55,57,56,59,62,58,60,54,55,331
CKQC9P,2024,61,66,66,69,82,63,80,77,71,62,62,61,64,69,73,59,74,61,68,76,67,66,68,66,72,62,64,62,56,68,331
BLBXLX,2024,55,52,49,56,59,57,68,58,52,52,55,55,52,58,58,63,55,58,61,61,52,52,57,57,58,57,53,47,49,52,331
DJYCNV,2024,59,55,59,64,69,73,74,66,63,60,55,58,57,66,64,64,67,62,66,64,59,58,60,59,66,63,64,54,58,65,331
8ME9JC,2024,66,68,64,69,70,62,60,71,61,61,65,62,78,67,61,65,67,61,65,70,69,68,60,66,63,64,68,63,63,62,331
XWNSSJ,2024,55,66,59,55,60,52,66,60,54,52,60,56,61,57,63,64,63,63,56,56,58,57,62,57,59,57,55,62,55,60,331
WWJSLQ,2024,59,56,56,67,63,55,58,66,67,71,64,61,53,58,68,56,66,62,62,63,56,60,64,60,64,60,64,55,60,60,331
FWAMPP,2024,64,55,57,68,61,60,63,66,55,58,61,59,60,62,66,63,63,61,66,66,56,57,58,55,64,63,66,58,52,56,331
DEDKNZ,2024,73,72,68,78,74,62,64,72,75,68,78,70,73,74,73,63,72,65,72,77,76,81,70,75,74,74,78,70,76,66,331
U8XZ9H,2024,70,60,65,63,65,57,57,59,72,61,58,72,62,56,64,54,60,57,57,63,63,73,60,74,63,61,63,61,64,63,331
B8ZYSH,2024,61,61,59,65,63,60,61,65,55,58,58,60,69,61,61,65,63,62,60,65,59,59,57,64,61,61,62,60,56,58,331
E9HEN7,2024,69,64,62,68,65,61,59,63,79,66,70,74,65,65,66,61,63,59,64,68,61,72,64,74,72,75,70,58,74,64,331
WWZ3EX,2024,68,70,69,71,78,58,64,70,76,68,77,69,77,71,70,60,73,62,68,79,69,81,76,72,76,71,79,69,75,72,331
YJ8LQJ,2024,62,62,63,61,66,60,59,57,77,62,57,58,59,67,60,57,60,55,57,63,72,66,58,67,65,59,62,62,67,57,331
ZHJYGE,2024,68,66,62,74,68,63,69,67,78,65,64,63,72,68,67,73,69,64,67,76,66,71,65,73,67,71,72,57,68,71,331
LYBKWF,2024,62,60,58,73,58,52,59,64,63,58,66,59,61,73,62,63,59,66,65,61,63,64,54,65,59,72,63,54,62,60,331
PDFEGE,2024,63,54,61,58,58,50,54,53,73,60,56,58,57,59,58,50,55,49,51,54,60,72,54,60,60,58,57,59,66,54,331
XYJXLL,2024,57,67,58,52,69,58,62,61,60,57,61,57,54,57,61,57,62,57,57,59,66,52,59,54,63,55,53,63,55,58,331
DNQDD9,2024,62,65,59,70,76,59,64,76,64,60,64,65,71,63,64,63,66,66,67,71,63,61,63,71,65,64,72,60,58,67,331
CMRKZH,2024,64,59,54,57,62,53,57,56,53,56,61,55,51,55,57,61,60,56,59,57,61,52,57,55,61,57,51,58,56,54,331
SV8LGM,2024,61,62,53,68,72,63,65,71,63,61,64,58,67,64,73,63,67,64,66,71,61,58,59,63,61,67,69,60,58,65,331
3DPDRW,2024,62,57,58,61,54,53,51,59,62,59,61,63,56,53,64,57,57,58,56,56,55,59,54,59,55,62,58,54,62,58,331
BZKVMC,2024,61,60,65,58,68,52,59,60,63,60,60,59,58,58,64,56,75,55,56,65,58,60,72,59,73,56,59,61,60,58,331
9BRMLL,2024,58,60,52,67,68,61,64,68,60,61,63,64,55,58,64,60,63,64,70,67,59,58,58,61,63,59,65,58,52,54,331
YTXJ9G,2024,62,59,58,64,63,73,70,64,63,59,56,64,58,63,66,65,67,65,68,67,59,60,59,61,60,67,63,59,59,61,331
WLZKP9,2024,64,56,56,58,59,58,58,57,67,57,54,57,58,60,60,62,58,56,58,60,61,61,57,60,61,57,61,54,62,56,331
GWZSER,2024,62,59,63,61,67,58,62,62,77,66,58,57,55,63,64,54,62,54,57,60,62,67,57,63,65,54,54,62,58,61,331
SEKDPL,2024,66,65,60,67,70,63,74,70,62,59,66,64,62,68,75,66,71,73,74,70,64,59,61,59,65,68,62,68,56,68,331
LRBFCW,2024,65,57,57,63,55,56,60,58,60,56,57,67,63,60,68,78,56,63,67,64,56,55,55,66,61,62,61,49,64,60,331
M8NJB8,2024,64,60,58,62,61,58,63,63,61,62,62,61,61,59,69,67,64,65,64,67,56,58,59,60,67,65,58,57,55,57,331
UZ7UJB,2024,54,52,53,50,52,55,56,57,51,55,54,54,49,52,53,48,53,53,51,47,50,52,53,51,60,50,49,55,51,48,331
TVJH97,2024,58,51,54,55,55,54,57,56,60,53,55,55,52,55,58,48,58,50,55,53,52,56,57,50,57,51,54,56,58,53,331
AVPXW9,2024,66,60,57,68,67,59,68,66,58,57,61,64,65,66,67,62,63,62,67,75,60,61,61,62,70,64,67,52,56,56,331
SBU73P,2024,59,54,54,55,50,55,51,51,62,53,54,57,51,51,56,50,55,51,53,53,52,60,54,53,52,56,56,52,59,52,331
GKRKHS,2024,60,58,50,65,59,60,62,64,56,65,63,56,67,66,58,65,58,63,66,64,58,55,57,62,61,62,59,50,54,58,331
EYL3LK,2024,65,63,67,68,69,61,61,65,84,73,70,68,61,63,68,58,63,57,66,70,68,73,65,71,68,68,66,60,71,69,331
K3KRUX,2024,61,61,62,73,63,67,68,65,71,66,60,64,62,71,62,60,65,59,66,68,64,68,59,68,63,66,66,60,62,59,331
Z3TTNS,2024,67,64,66,64,62,62,54,62,67,61,68,68,68,64,59,55,64,58,63,71,61,70,60,65,66,67,71,64,68,64,331
RMUVCL,2024,66,66,67,73,67,66,69,70,85,72,70,70,64,69,69,68,68,68,72,74,66,69,66,74,68,68,65,60,67,74,331
JKVYZA,2024,58,52,55,55,55,54,56,57,60,54,56,55,52,55,59,48,58,50,55,54,52,57,57,51,58,51,54,56,58,53,331
W37FT8,2024,63,63,58,60,61,59,56,61,56,51,62,61,61,56,66,60,57,68,59,61,61,59,57,60,57,62,60,57,59,55,331
7RACAB,2024,75,67,71,63,60,57,55,61,66,60,67,73,65,63,62,56,64,61,63,65,63,70,63,68,67,71,68,65,67,62,331
UZGEK7,2024,61,55,58,60,55,55,50,55,62,58,64,58,64,58,60,54,58,53,57,62,52,62,59,61,60,66,72,60,69,60,331
JQWQCS,2024,61,65,66,69,60,62,67,65,72,69,66,66,63,62,68,66,66,69,66,69,57,67,61,63,62,75,63,56,62,65,331
3YEB7Y,2024,56,60,57,71,60,70,59,64,58,58,59,58,57,64,57,60,64,61,59,61,57,57,62,63,58,59,58,58,52,60,331
RMPCTJ,2024,67,65,62,66,69,54,59,61,75,64,65,61,61,66,63,52,63,58,60,63,68,71,62,67,66,68,62,65,63,62,331
XWKCBM,2024,64,65,58,63,63,64,65,67,60,60,65,64,65,63,66,60,62,59,64,69,64,61,61,60,66,66,65,63,57,58,331
7PU7KD,2024,62,59,62,62,62,66,65,65,62,62,59,60,65,59,62,58,65,62,62,63,59,61,56,63,61,68,64,61,59,65,331
QFRZMN,2024,60,60,55,66,56,60,62,60,55,62,58,57,62,67,54,62,57,67,61,61,61,56,58,67,61,64,57,51,56,53,331
KHKQTP,2024,63,56,55,59,51,56,58,54,53,55,52,64,55,53,61,62,56,72,57,57,54,55,56,61,54,64,59,52,55,57,331
UBNFWK,2024,59,63,63,67,69,64,65,68,64,60,60,59,63,66,63,65,68,61,62,70,59,62,60,65,63,61,66,60,61,62,331
8WNBFB,2024,56,57,57,65,58,58,61,60,58,60,55,59,65,60,66,70,59,66,64,64,54,57,56,56,59,65,64,53,55,57,331
VMRPXE,2024,65,68,56,66,64,61,66,62,58,61,62,58,65,63,63,70,67,60,64,64,62,60,63,64,66,61,62,62,66,56,331
GJE8WW,2024,59,59,63,59,60,50,52,53,72,62,59,58,62,59,59,52,63,50,54,58,59,72,57,68,55,59,64,65,76,60,331
ALQXVU,2024,61,63,58,68,64,63,62,68,66,66,66,60,65,63,66,61,60,63,64,69,64,62,58,69,63,67,64,58,60,62,331
A79S3H,2024,61,61,65,58,67,56,58,61,83,68,60,58,60,58,63,51,62,49,54,62,61,70,61,65,65,63,60,64,64,64,331
C8GA8N,2024,64,61,56,62,56,60,52,57,64,64,62,60,64,65,60,60,54,52,60,62,68,63,53,61,59,67,69,58,71,52,331
QPPCZJ,2024,70,64,67,62,65,57,61,63,77,66,65,65,67,63,70,62,64,61,64,67,62,68,60,66,67,69,65,63,67,75,331
7SGU3D,2024,64,61,59,67,68,60,60,67,64,59,60,60,61,60,63,62,65,64,65,62,59,61,58,62,60,65,63,58,53,57,331
G3TK8K,2024,57,53,52,65,57,60,60,61,63,57,54,55,61,57,58,67,56,58,60,62,54,58,58,64,58,64,73,49,55,63,331
JFUU3W,2024,70,63,62,66,64,58,62,68,79,74,70,62,62,61,69,63,62,62,66,68,64,66,66,68,66,70,65,55,62,69,331
SDLNEV,2024,68,59,74,61,60,57,59,60,64,57,62,59,61,60,64,59,64,63,62,61,61,68,62,60,58,62,56,60,58,59,331
XNHKQK,2024,57,70,57,57,70,62,69,70,54,58,62,54,56,56,68,59,63,67,64,59,62,54,57,55,63,65,57,66,51,57,331
RKKHQE,2024,64,61,56,62,54,59,55,56,64,57,59,64,57,58,60,55,51,62,66,61,65,56,49,53,54,69,58,55,55,56,331
GZVFYK,2024,55,68,57,59,66,56,61,67,57,57,63,57,63,57,62,55,60,63,60,61,59,58,59,63,62,59,62,63,52,68,331
P8HW3Z,2024,53,58,56,56,62,50,52,56,66,57,55,52,60,58,56,46,55,46,51,59,65,61,49,57,54,55,65,61,67,52,331
7H8Q8E,2024,63,78,62,66,63,69,61,63,63,61,63,68,71,62,67,63,66,66,65,71,68,64,61,70,65,69,70,70,61,62,331
998F3C,2024,60,78,67,63,68,61,62,65,69,56,60,62,61,58,66,65,66,64,60,65,66,64,64,66,63,59,60,66,58,65,331
RR9NV8,2024,65,61,61,60,63,57,56,57,74,66,61,62,63,62,66,57,59,56,58,65,65,68,58,72,65,72,62,61,71,61,331
DWMXGB,2024,62,69,59,65,66,58,63,67,63,64,63,65,51,57,68,60,65,63,64,62,65,59,61,60,65,62,57,67,55,58,331
ZAJQLR,2024,60,60,60,67,61,62,63,64,80,66,60,59,58,60,64,61,61,57,61,64,61,66,57,66,58,71,63,58,65,66,331
XZ8L9M,2024,65,63,57,62,63,56,56,62,60,61,70,61,74,61,65,57,60,64,63,66,56,66,62,59,64,71,67,57,63,63,331
9EL3VE,2024,67,59,62,58,57,58,49,56,67,61,62,63,61,55,59,53,61,50,61,60,63,69,55,62,55,59,67,61,69,57,331
PXSA79,2024,57,56,67,58,56,61,61,53,57,53,52,55,57,55,56,63,63,60,56,59,59,58,58,65,56,59,50,57,56,59,331
D3JGAA,2024,67,65,62,66,73,69,70,74,65,60,69,63,64,68,74,59,67,62,68,74,68,66,64,68,70,65,77,64,64,67,331
WDWJBB,2024,59,77,63,61,73,62,68,67,62,56,66,60,63,61,67,58,63,63,62,66,70,61,63,65,65,63,62,66,57,66,331
WARCVC,2024,60,56,59,64,65,62,63,62,61,58,67,60,62,69,63,53,59,60,63,60,59,59,61,58,60,62,59,60,64,64,331
R8QDLH,2024,55,52,56,57,62,57,58,61,62,62,61,55,52,56,62,58,62,57,62,57,53,54,60,56,64,58,54,54,60,62,331
3XZS7K,2024,63,62,59,65,60,61,63,63,60,58,65,62,62,62,68,63,62,64,65,70,67,62,60,61,60,65,57,59,60,57,331
RATQPH,2024,56,60,56,63,60,62,68,61,59,56,55,61,67,60,65,66,58,70,65,63,59,55,58,65,58,64,56,56,54,60,331
BJBUTJ,2024,60,61,54,60,66,62,60,65,71,61,62,58,59,62,59,64,59,54,62,59,60,59,54,58,60,63,59,53,60,61,331
8Z3M79,2024,65,61,58,66,62,54,59,60,62,59,61,64,65,57,69,63,61,68,66,69,58,62,58,63,60,67,61,54,58,63,331
JCWPG7,2024,61,67,55,62,61,57,61,63,55,56,58,62,61,57,61,62,59,64,60,59,67,58,56,65,63,61,57,60,58,57,331
YMDAYA,2024,60,69,71,65,70,58,66,68,70,61,65,60,79,63,66,63,70,67,64,73,65,69,66,71,63,66,68,67,63,74,331
ZSYHPZ,2024,61,67,58,68,63,64,62,67,60,62,59,62,63,66,64,65,60,65,65,65,71,61,58,67,65,63,60,62,62,59,331
ZKLYAZ,2024,57,56,53,59,51,51,57,53,57,45,49,58,51,57,58,67,54,54,54,59,58,52,50,57,53,53,52,56,64,55,331
EETJVC,2024,66,77,69,67,69,55,60,67,67,59,65,64,69,63,71,61,65,66,65,70,72,70,62,68,70,67,69,67,64,67,331
AVEK97,2024,65,62,60,59,59,59,61,59,79,66,58,61,57,58,66,57,60,57,58,61,61,67,60,63,62,67,58,60,61,64,331
SDR77M,2024,61,56,55,66,59,59,66,66,63,63,66,56,63,61,61,65,66,64,68,63,57,61,63,63,58,65,63,60,61,60,331
MCZSPW,2024,68,75,68,68,68,61,61,67,67,58,68,68,67,68,70,60,69,64,67,71,68,67,65,66,66,69,72,72,67,68,331
ZG9DXX,2024,64,68,61,67,68,61,61,65,77,66,68,63,64,64,67,68,62,60,63,68,65,65,61,69,69,77,67,57,70,70,331
DXAPTQ,2024,59,63,77,60,68,63,65,64,62,57,60,59,61,61,61,54,74,63,58,65,60,65,69,61,63,66,59,65,55,69,331
ZKCLVD,2024,59,53,51,63,57,73,68,61,57,58,59,57,63,71,61,58,59,59,63,64,55,54,53,58,58,58,64,57,56,55,331
ECFELP,2024,60,72,58,60,61,56,60,62,54,55,60,58,58,52,59,58,59,64,59,55,60,59,57,58,62,64,57,63,52,55,331
3TLFEF,2024,69,65,58,66,62,67,59,62,76,69,63,64,64,64,67,58,58,59,69,66,65,62,55,64,66,70,67,62,64,62,331
GU33UN,2024,64,60,59,58,62,57,56,59,75,61,58,61,58,62,63,54,59,50,58,59,64,64,55,58,59,56,62,59,69,58,331
CW7XBJ,2024,67,63,60,66,66,60,62,66,77,69,65,68,60,64,67,58,62,59,66,62,65,67,59,68,68,73,62,61,64,63,331
TRHD9K,2024,64,54,62,58,56,54,63,60,66,57,59,58,54,57,64,63,65,58,58,64,53,61,58,57,58,61,59,58,65,75,331
JYYUX3,2024,65,61,64,63,67,68,67,65,64,65,64,60,64,61,65,62,71,64,72,65,64,63,62,63,63,66,59,64,57,60,331
M9V7JY,2024,52,54,51,54,56,51,56,57,63,58,61,54,63,56,62,57,57,51,58,61,53,56,58,55,53,56,59,56,67,55,331
VHMJET,2024,62,75,57,79,63,60,62,69,66,62,69,67,66,70,67,70,58,80,74,66,68,62,58,67,63,75,65,62,59,65,331
SVGSUX,2024,53,54,54,65,63,53,57,63,55,49,55,52,53,66,53,50,58,56,55,55,58,58,55,56,57,53,54,56,55,57,331
MFCMZV,2024,60,70,59,62,61,59,61,67,57,56,62,58,56,63,60,58,61,63,63,56,66,58,60,58,60,53,53,61,54,56,331
39XRRP,2024,57,59,57,60,69,56,64,65,63,55,59,61,54,57,66,59,63,59,62,69,60,56,62,60,73,58,63,56,56,58,331
8YHA7P,2024,63,57,59,59,62,58,57,56,73,61,56,60,55,57,62,52,61,57,59,58,59,67,56,56,55,60,59,58,59,56,331
YPWVLC,2024,65,55,65,66,59,52,55,62,56,52,59,59,60,60,59,59,62,58,56,62,56,59,54,59,61,60,61,59,59,56,331
MJF7BB,2024,56,59,68,60,60,54,56,60,57,57,58,60,62,59,65,55,72,55,55,69,59,61,66,62,63,60,64,64,57,65,331
LKQKGK,2024,66,60,67,56,68,50,58,58,68,57,63,59,57,58,66,50,67,56,56,61,61,73,72,60,66,57,58,69,62,63,331
H8RWLB,2024,58,71,57,64,65,60,62,65,59,55,60,56,58,61,62,57,62,62,59,61,61,59,57,62,60,60,59,59,53,55,331
RBYJCA,2024,55,53,59,54,55,55,58,58,55,55,52,55,52,52,58,49,58,53,52,54,53,54,58,54,57,57,54,56,50,52,331
GD8G93,2024,63,61,53,70,64,60,70,69,64,60,64,60,58,65,74,68,63,66,72,67,64,61,58,58,62,65,61,59,56,59,331
QUGDAQ,2024,61,80,62,58,65,52,51,61,65,55,63,62,60,58,58,54,57,54,59,60,71,68,57,62,62,62,64,70,60,58,331
JKGL77,2024,62,54,59,61,62,59,60,62,59,59,57,58,63,56,61,55,66,60,58,65,54,59,57,56,56,64,63,59,55,57,331
AYVKUT,2024,70,59,56,61,58,60,55,60,63,59,59,55,67,61,54,59,56,58,64,63,59,62,52,62,56,60,66,56,59,56,331
CSNWQA,2024,55,52,58,54,55,55,58,57,55,54,52,55,51,52,57,48,58,54,52,54,53,54,58,54,56,56,55,56,50,52,331
KS3P9P,2024,64,51,54,53,53,48,48,57,56,49,53,54,53,50,50,52,49,50,48,50,50,54,48,56,53,51,55,47,55,53,331
8S9EUQ,2024,63,66,63,59,69,56,61,58,76,64,57,66,61,60,60,56,64,53,54,65,66,65,61,65,65,61,61,61,64,64,331
D9LWLJ,2024,68,64,65,69,66,59,66,68,73,62,64,64,59,62,73,65,66,64,68,71,66,63,63,66,66,66,62,59,58,69,331
FS8K98,2024,62,58,70,61,61,55,55,60,65,62,61,60,64,54,61,53,65,57,57,64,56,66,61,60,62,66,67,60,58,57,331
CVHCZN,2024,64,51,54,53,53,48,48,57,56,49,53,54,53,50,50,52,49,50,48,50,50,54,48,56,53,51,55,47,55,53,331
A87HM3,2024,56,69,54,59,66,58,65,68,52,54,62,55,52,57,66,56,60,61,61,56,59,51,58,52,66,57,54,66,47,54,331
ZHBEBH,2024,61,59,64,70,64,59,65,63,64,58,59,60,60,66,72,57,63,65,64,71,60,63,60,65,66,58,60,64,55,64,331
QTZ9X9,2024,67,60,60,56,62,50,60,63,61,60,57,62,58,55,70,60,68,59,59,62,61,58,61,56,59,62,53,61,53,63,331
M3ZB8X,2024,67,65,59,74,66,63,61,66,68,62,69,66,66,70,69,69,62,66,70,71,68,69,63,69,67,71,77,54,67,67,331
Z38QNT,2024,63,72,62,62,70,61,63,71,59,58,67,58,61,57,64,57,66,65,64,62,62,58,59,58,65,60,61,68,53,62,331
C8FXDZ,2024,64,65,64,66,67,63,66,65,81,69,67,64,73,67,69,58,63,60,66,69,66,72,60,66,63,74,67,59,67,65,331
RZFZRV,2024,62,57,68,61,60,55,56,59,65,61,60,60,63,53,60,52,65,57,56,64,56,65,61,60,60,65,67,59,58,56,331
73A3SP,2024,60,54,54,57,61,54,64,59,59,56,56,63,54,55,67,57,57,59,60,67,51,57,58,56,62,65,62,53,56,58,331
AEJHAC,2024,62,58,59,56,64,53,54,61,58,54,57,57,53,54,61,48,60,57,55,54,63,58,53,55,56,57,53,62,51,55,331
KZ9VBD,2024,70,65,70,65,68,56,58,63,74,65,62,69,65,65,69,56,67,61,60,69,65,72,62,72,68,67,65,63,68,66,331
EUKNHT,2024,57,57,59,62,64,60,61,64,58,56,60,61,55,57,65,52,58,60,66,69,57,56,56,57,60,59,61,59,54,58,331
BBSCAH,2024,65,74,69,65,75,59,68,69,61,59,63,60,69,66,72,59,74,67,67,69,67,65,63,64,68,64,65,75,57,68,331
RSHTM3,2024,60,64,63,71,66,61,56,67,69,63,67,65,63,65,69,59,64,60,63,66,63,68,64,65,64,58,63,63,64,67,331
8SPSBG,2024,57,63,62,72,74,56,66,72,61,56,61,58,58,67,68,62,69,62,62,70,63,61,62,59,66,60,65,60,56,63,331
H7DTXT,2024,63,60,64,63,62,49,60,65,59,52,57,59,58,54,61,63,62,64,62,58,62,57,58,58,59,62,58,62,54,78,331
MWP3A7,2024,65,55,62,67,64,56,62,68,70,61,60,59,56,61,65,63,65,63,63,64,56,61,58,62,60,67,62,57,58,65,331
93XRJG,2024,70,62,56,60,58,56,61,61,58,56,63,60,65,60,64,66,64,59,60,64,58,60,57,61,68,62,65,57,64,56,331
8BK7LZ,2024,63,51,50,63,53,59,55,56,58,59,59,57,55,59,59,58,51,56,66,57,54,57,51,58,52,58,54,49,56,49,331
UZCTZG,2024,62,62,57,62,61,59,60,62,62,57,56,62,53,59,65,61,61,59,62,63,63,59,60,61,60,59,61,59,56,58,331
MQAPWT,2024,58,48,49,54,53,54,54,53,60,50,50,55,52,54,59,52,49,49,51,55,59,55,47,55,54,52,54,48,61,49,331
LYXTSK,2024,54,55,49,69,51,63,54,59,61,60,56,58,58,61,58,60,54,58,65,56,55,59,51,67,50,58,58,53,57,52,331
MTMPMU,2024,62,61,62,62,66,56,63,65,65,58,66,62,66,57,66,60,76,61,66,68,55,62,68,64,62,69,63,61,58,66,331
URUWNK,2024,65,68,60,64,63,59,59,66,63,60,63,72,76,60,59,61,62,59,66,68,61,62,61,76,62,65,68,59,62,61,331
GRAW9Y,2024,63,56,55,62,57,52,53,59,61,64,57,58,56,59,65,64,59,69,58,61,56,55,57,62,62,68,59,54,57,54,331
P7UGTQ,2024,60,57,59,61,65,52,62,60,58,55,57,61,55,56,67,58,60,61,62,63,60,55,57,55,61,66,55,54,53,57,331
CLADQ8,2024,68,68,64,74,68,64,68,67,77,67,65,78,66,67,73,69,67,67,71,79,67,68,66,81,70,72,68,58,69,70,331
THKH7J,2024,61,58,58,66,62,65,66,61,61,60,56,65,60,62,68,60,61,62,66,69,59,59,55,64,58,65,61,54,56,54,331
CVK3MG,2024,58,49,49,54,54,54,54,54,59,52,52,54,52,55,59,53,48,52,53,53,59,53,48,53,54,50,53,51,60,47,331
JGGJML,2024,56,77,59,62,62,60,64,64,57,60,64,58,63,54,64,62,62,66,65,59,65,55,56,62,61,66,56,65,52,61,331
QEAQSX,2024,61,65,56,68,59,62,66,68,55,61,67,56,77,69,60,66,59,67,71,63,62,59,58,64,61,62,60,60,54,60,331
8XQ89E,2024,61,58,58,68,64,57,66,64,62,57,65,62,59,63,68,66,62,64,66,72,57,61,64,58,61,65,61,54,58,61,331
RWAGKY,2024,58,51,54,53,54,53,52,53,65,55,55,54,53,53,56,44,53,47,52,52,54,61,50,53,52,53,57,55,61,53,331
YW9VSM,2024,61,73,59,61,65,61,60,65,66,61,62,59,60,59,64,59,61,58,61,59,64,59,57,65,62,58,60,63,60,62,331
3PAV7G,2024,59,78,61,56,62,55,61,60,56,51,55,56,62,54,62,61,58,65,57,56,66,56,56,60,58,61,56,70,54,62,331
JEZQZS,2024,54,56,51,62,52,60,55,56,66,62,54,57,59,60,61,56,54,55,62,58,58,58,52,60,55,62,63,54,64,55,331
N7J33A,2024,67,69,63,74,77,64,70,76,72,68,67,65,71,73,73,64,68,63,70,74,68,68,62,73,71,75,74,61,63,73,331
DMXX9J,2024,66,63,63,68,68,64,63,64,70,66,66,66,71,67,71,65,65,66,73,70,66,69,61,68,66,69,70,58,66,62,331
QQGLS8,2024,62,62,57,71,57,63,60,64,60,58,62,64,62,67,59,62,58,67,66,59,65,60,57,72,58,63,60,57,61,58,331
BGZ3BA,2024,66,56,73,58,62,52,56,58,65,56,57,60,57,56,68,57,65,60,58,60,58,65,58,56,59,64,55,60,56,65,331
HVSA3R,2024,69,62,64,65,58,58,59,61,64,64,62,63,64,59,68,67,60,67,64,65,60,62,61,63,64,69,59,60,57,63,331
Q8PJUR,2024,62,55,58,65,58,63,56,64,65,66,58,58,58,64,54,52,63,56,61,58,57,66,52,64,59,57,63,55,59,55,331
37B7XF,2024,55,57,53,63,56,67,63,58,54,55,57,55,56,62,62,60,55,65,66,58,58,56,56,57,58,63,59,55,54,47,331
WRNS7H,2024,67,59,58,65,68,60,61,66,58,60,68,67,60,62,71,59,63,63,68,72,56,59,64,60,68,66,64,59,61,59,331
3QHYHG,2024,58,70,63,64,61,61,66,62,60,59,60,57,68,60,66,64,59,67,63,60,64,63,58,60,61,67,59,61,56,60,331
ZRAVKE,2024,58,52,69,61,57,56,59,55,55,49,56,60,56,58,65,52,60,61,57,61,53,58,60,57,59,59,53,56,54,59,331
RNJ8QP,2024,61,60,64,67,67,57,63,65,70,60,57,59,55,59,70,63,64,64,64,65,65,66,63,64,65,61,63,62,57,68,331
TUYHDD,2024,58,55,54,50,58,48,55,53,57,55,53,54,52,54,65,54,59,51,55,56,55,53,58,50,57,54,51,54,55,53,331
P7HVHA,2024,56,53,60,60,64,57,63,58,62,55,53,54,52,65,59,52,61,52,54,60,61,59,54,57,63,54,52,58,58,54,331
STKHQB,2024,62,71,65,63,70,59,67,67,64,59,62,61,65,66,66,60,67,63,65,69,68,66,62,64,67,63,62,65,59,66,331
E9LDSP,2024,65,61,64,58,65,60,58,62,76,66,62,61,59,60,62,54,63,51,58,62,61,65,60,62,62,60,61,61,68,63,331
