SSID,Year,OtherTopic,Data,Security,Application,Infra,FrontEnd,BackEnd,SaaS,Community,StartUp,Enterprise,Academic,AI/ML,Mobile,DevOps,Programming,Blockchain/Web3,Testing/QA,Design,Hardware/IoT/Maker,GIS/Mapping,CivicTech,FinTech/DeFi,EdTech,Telecom/5G,DevLifestyle,Multimedia/CreativeTech,MyData/PersonalData,Culture/Localization,Legal/Policy,SessionCount
NEXCXQ,2020,56,63,58,55,52,58,58,60,47,58,53,55,66,57,55,57,58,57,56,60,59,52,66,61,59,57,57,59,49,53,256
ECR83E,2020,55,55,55,59,58,51,50,57,48,48,54,52,56,54,56,54,54,59,56,61,57,49,51,51,53,60,59,54,48,54,256
WSJ9VW,2020,60,57,59,60,66,57,64,65,65,60,60,60,59,61,67,57,66,59,62,66,61,65,61,63,64,62,62,59,60,60,256
TSZ8F9,2020,56,58,55,57,51,60,55,56,59,58,55,55,58,56,56,59,53,54,57,56,57,54,56,59,55,56,57,55,57,55,256
EZNXBG,2020,64,63,65,67,62,55,64,65,72,63,61,60,69,62,68,68,62,63,64,67,62,64,60,70,62,65,64,60,61,82,256
FR98AA,2020,66,63,79,66,67,67,58,67,65,62,65,66,63,61,63,56,76,58,59,69,63,71,71,67,67,64,66,68,64,73,256
LFMDDG,2020,62,63,57,70,57,60,67,63,68,63,60,63,62,66,68,62,58,62,67,64,60,60,57,62,58,72,59,57,57,63,256
PD8CU8,2020,63,65,71,58,61,54,63,60,56,53,57,60,76,59,61,61,67,66,59,65,64,67,64,68,59,62,58,65,56,67,256
TSYQDY,2020,63,67,55,61,69,56,67,67,61,66,62,62,54,56,71,60,69,65,63,65,61,57,63,57,66,61,58,64,53,58,256
VSGYP7,2020,63,60,58,67,58,64,58,59,62,62,62,61,63,64,66,59,58,63,66,63,59,59,54,63,63,70,63,57,61,62,256
BGUU7K,2020,66,71,68,75,71,65,71,70,78,69,71,68,70,67,77,76,69,68,72,81,67,72,70,74,73,72,71,57,67,72,256
DWH7SF,2020,61,53,51,52,52,56,57,51,56,53,54,56,48,53,60,59,50,57,55,56,55,53,54,52,58,57,47,49,56,48,256
WTGAS3,2020,68,62,60,69,61,70,67,66,68,67,63,61,63,68,63,70,64,65,71,65,64,64,58,65,63,70,64,57,63,56,256
ERXXU9,2020,59,57,64,58,61,53,56,61,54,55,59,60,59,60,55,55,64,60,56,58,56,55,56,55,58,58,55,58,56,73,256
GBJ9AJ,2020,67,59,58,59,55,56,57,56,51,58,52,60,60,56,60,60,60,75,55,60,54,54,53,62,58,63,58,55,53,56,256
YVA7FA,2020,61,61,57,63,63,56,60,63,71,66,63,60,58,58,62,51,61,57,59,62,62,64,60,65,64,63,63,58,57,66,256
VAMLHQ,2020,70,70,75,65,70,63,70,71,68,66,64,66,66,65,71,62,80,67,68,72,66,68,69,68,70,70,65,68,60,73,256
7TQKTV,2020,68,63,65,63,67,58,61,61,84,62,61,64,60,61,65,55,62,56,60,65,64,69,59,67,64,65,62,61,64,65,256
ZNUBEP,2020,61,63,65,67,67,63,71,71,77,69,64,58,62,63,71,66,70,67,67,69,64,66,64,70,69,63,60,61,59,75,256
9AZLVM,2020,63,60,56,57,57,57,55,59,63,64,61,62,56,57,59,54,55,54,56,59,56,58,64,63,58,65,60,56,55,58,256
RH99NK,2020,66,67,64,67,69,59,65,68,69,65,67,63,62,63,78,64,65,69,70,69,71,62,61,62,66,69,62,62,61,63,256
CP3T7L,2020,60,66,65,61,64,60,73,65,65,62,58,60,73,65,63,69,64,65,66,68,64,60,61,72,66,67,62,58,58,67,256
QW8PXE,2020,60,56,54,60,52,52,53,55,59,55,63,58,55,54,60,58,51,61,58,52,52,56,52,57,56,67,53,56,58,54,256
9UGCWN,2020,63,53,55,59,52,49,55,54,50,53,57,58,59,55,64,64,60,61,54,55,49,55,57,57,57,60,58,49,54,49,256
UV7KLM,2020,64,60,61,63,68,58,63,62,74,67,60,65,63,63,65,58,62,56,59,64,65,68,61,76,71,61,61,58,63,60,256
HPCM73,2020,62,63,60,59,66,61,61,63,61,58,60,61,60,61,66,52,67,53,61,66,59,63,62,59,64,62,64,68,55,63,256
FT8N9V,2020,61,58,54,59,52,59,60,56,53,58,55,55,64,59,60,63,56,62,55,58,52,56,56,58,60,60,60,52,53,50,256
TXCPRR,2020,65,60,61,64,63,64,66,63,73,69,58,57,60,61,63,61,63,61,59,66,62,63,59,73,63,67,59,56,60,67,256
WPAQH7,2020,60,73,65,66,66,55,64,61,72,60,57,58,62,64,65,68,64,60,59,69,76,65,62,70,65,64,60,64,64,63,256
VBSMGV,2020,66,63,58,62,59,60,62,60,60,60,59,67,68,63,63,70,56,63,65,59,64,63,55,75,63,62,62,56,67,57,256
JZEZVU,2020,62,63,62,53,57,56,58,56,67,57,52,60,63,60,60,66,58,53,58,60,61,60,51,61,61,61,60,57,80,59,256
PQG3QX,2020,64,68,61,65,64,52,60,62,66,59,61,61,59,63,67,57,63,61,63,68,71,63,63,61,65,60,61,63,59,62,256
TTRCLC,2020,56,59,57,61,58,61,66,63,57,53,57,53,61,62,58,65,56,61,62,59,60,57,56,62,61,55,55,56,56,61,256
WUUF7C,2020,61,73,61,63,63,60,63,63,58,60,64,61,63,58,66,64,64,66,64,62,62,59,64,65,65,65,57,61,55,59,256
BQFJPS,2020,60,58,69,59,64,58,59,63,66,57,58,58,76,59,58,60,66,61,57,67,58,65,64,64,59,59,61,63,56,66,256
8DABUD,2020,60,57,57,58,53,61,62,55,54,60,52,59,60,57,63,65,59,77,59,60,54,54,56,63,57,66,55,57,55,59,256
NTESDK,2020,67,61,61,64,59,58,60,53,59,57,56,71,69,64,67,64,63,69,62,69,60,63,62,79,68,69,66,57,61,57,256
V9CHJY,2020,59,70,60,56,70,59,65,66,61,58,65,54,57,53,61,61,65,58,62,60,61,56,60,57,65,61,56,66,56,64,256
TSEKJZ,2020,60,54,55,54,52,56,51,53,58,55,53,57,51,56,55,49,55,49,50,56,51,56,57,55,56,52,57,57,55,51,256
NUXRV3,2020,61,60,60,60,60,58,63,64,58,53,55,57,62,62,64,69,62,56,63,65,60,62,57,63,66,56,58,61,60,58,256
H7ZGXJ,2020,63,53,56,57,57,56,56,54,70,61,57,57,55,55,61,53,57,51,55,56,54,63,59,58,59,54,56,54,62,55,256
Z8WZMV,2020,62,63,62,64,68,58,72,69,61,60,63,61,68,63,69,68,73,67,68,72,60,60,63,68,66,67,64,62,59,68,256
FZJQSW,2020,67,62,68,62,67,55,60,62,68,55,63,65,60,61,68,58,67,60,62,69,63,68,67,65,67,57,62,63,63,73,256
97FRXH,2020,58,65,73,57,65,52,61,60,55,54,56,53,58,51,60,58,68,65,60,57,62,58,60,54,62,61,53,70,52,63,256
KK8ZNQ,2020,70,63,65,64,76,56,62,66,71,61,69,64,66,67,70,58,68,57,63,67,68,70,65,66,76,64,67,62,68,66,256
Q9K3GR,2020,61,60,76,60,63,57,57,61,60,61,61,61,67,60,65,53,78,63,58,66,55,64,76,62,66,62,62,64,53,65,256
XUJSDC,2020,59,53,52,62,55,55,64,57,57,53,54,57,52,58,59,63,60,62,60,65,56,58,57,61,60,58,57,54,56,55,256
JVEEKD,2020,71,65,72,56,70,59,58,60,70,59,63,67,68,60,59,53,69,53,54,67,61,74,66,67,68,60,66,61,64,63,256
ZZGTYY,2020,67,65,66,70,67,67,67,65,84,69,62,64,64,63,71,65,64,62,65,75,67,73,62,77,66,69,70,60,70,73,256
H7YXCX,2020,62,55,61,59,66,65,71,65,63,56,57,55,53,61,66,61,67,61,59,66,58,60,62,62,64,59,58,58,57,68,256
EXDUUU,2020,59,58,58,55,62,48,61,55,57,60,61,61,61,55,62,60,62,57,57,68,55,57,60,56,62,63,60,56,61,57,256
VBLAMW,2020,62,60,61,60,65,59,58,62,66,65,65,63,59,62,63,50,60,57,58,62,65,65,59,61,63,57,58,57,63,59,256
NWFAJY,2020,58,57,55,66,61,72,69,62,61,63,57,61,60,65,66,66,63,61,62,67,57,58,58,64,59,63,59,51,57,59,256
FTMYPQ,2020,53,62,59,68,61,63,60,63,65,59,59,62,63,61,66,58,63,60,59,64,57,64,59,67,56,58,62,60,58,63,256
Q8XEW7,2020,60,58,61,70,66,61,68,66,65,59,61,56,62,70,64,64,69,62,63,69,59,67,62,61,63,64,65,57,63,58,256
EUQBC3,2020,69,67,66,60,61,51,55,57,68,64,61,68,71,55,65,58,63,68,60,65,65,68,59,69,67,72,61,62,63,68,256
9SSHU3,2020,65,65,67,70,63,57,55,68,67,64,71,66,70,60,65,65,66,65,68,69,58,73,64,69,62,69,66,60,62,64,256
FWWVVH,2020,60,58,64,65,65,63,63,65,60,64,60,61,66,64,66,58,78,60,62,72,55,63,79,64,64,62,66,62,55,64,256
JDSPUA,2020,59,61,60,65,68,55,62,66,56,51,57,57,58,60,64,53,67,56,59,65,58,57,57,60,59,55,63,66,50,60,256
EFHQ87,2020,59,57,55,63,57,55,58,58,64,59,58,58,60,58,65,62,55,62,57,63,52,60,59,61,56,61,61,57,54,57,256
WAJKLV,2020,61,60,57,68,72,61,63,71,66,63,61,63,63,65,66,56,67,65,62,69,58,65,62,69,62,67,69,57,57,61,256
PTJDNL,2020,66,58,57,66,52,62,60,57,59,57,60,65,59,60,62,68,57,64,64,63,58,59,57,59,57,67,55,50,59,55,256
FPWXXE,2020,64,67,73,59,71,60,64,69,78,75,67,63,66,62,70,57,78,57,60,70,62,71,74,69,74,64,64,64,69,72,256
QKH3J9,2020,58,61,68,66,64,56,63,63,78,65,62,60,65,61,69,59,63,55,61,72,60,68,62,69,64,66,63,63,64,72,256
AGRHJY,2020,59,56,58,64,60,66,62,62,59,54,57,59,55,60,63,64,63,63,66,59,62,57,55,58,59,61,59,59,58,60,256
J3X8SE,2021,63,61,61,67,74,59,66,71,70,71,60,61,61,66,66,58,72,62,66,67,66,64,61,66,66,69,65,59,62,69,212
YUAQMQ,2021,64,59,59,67,65,59,71,63,61,56,59,61,61,63,70,65,60,62,67,72,59,59,59,61,62,66,58,57,53,59,212
ZFSALH,2021,62,53,58,54,53,62,61,57,60,55,51,55,56,56,59,63,57,51,58,59,58,58,52,58,56,58,55,51,66,52,212
TK9WMQ,2021,65,62,68,67,71,61,69,70,69,65,62,63,67,63,67,61,70,64,66,74,62,63,65,68,72,69,72,58,61,68,212
DD8DWJ,2021,61,55,54,57,59,53,54,54,60,54,57,60,59,57,59,57,57,59,53,59,55,58,59,63,60,57,60,56,66,56,212
MPBF7T,2021,65,60,64,65,61,61,63,63,61,57,62,60,61,65,65,61,62,68,63,63,63,67,62,62,62,61,58,62,59,64,212
HHXGSF,2021,64,60,63,58,68,62,63,67,63,60,63,61,63,61,66,53,78,61,62,67,57,62,68,62,65,61,61,65,57,65,212
CXVBDZ,2021,71,65,70,62,71,60,60,64,82,64,66,68,65,63,64,55,69,55,59,67,66,77,64,72,72,62,65,63,71,67,212
AGZRAH,2021,68,79,72,64,68,59,56,61,67,63,64,74,69,63,64,58,67,67,62,70,70,71,64,71,65,67,68,69,64,67,212
J8KMTD,2021,61,58,58,62,67,63,70,65,69,60,58,61,61,63,67,60,65,61,64,75,61,61,65,69,66,62,63,59,57,65,212
ZUN3P8,2021,65,70,70,62,67,65,66,62,70,57,60,62,63,60,64,66,67,63,61,67,71,66,62,70,61,64,62,63,64,69,212
YYVUDD,2021,61,58,60,64,54,55,53,57,66,63,57,60,60,58,59,54,58,57,60,59,57,59,56,63,57,67,67,62,64,64,212
NTBPRL,2021,64,62,60,65,63,54,61,65,55,61,63,62,60,59,66,59,67,67,63,65,60,57,59,61,61,67,60,61,55,56,212
CQYSAN,2021,56,76,63,58,69,59,65,67,58,56,67,58,57,53,63,57,66,61,59,61,59,57,64,57,62,61,56,71,53,61,212
AN9QWJ,2021,59,58,55,61,59,52,53,53,66,62,54,58,57,60,57,54,57,47,55,59,66,60,55,63,58,57,62,60,73,54,212
CTUYUE,2021,63,75,67,66,78,52,65,66,73,63,63,60,63,68,69,58,70,60,60,70,76,71,64,69,69,62,61,71,65,66,212
A9VQTB,2021,58,57,60,60,64,56,64,57,59,59,58,59,55,56,67,59,59,59,62,68,55,55,60,60,65,60,56,55,54,58,212
BCXJRL,2021,61,71,63,62,67,60,62,65,64,63,61,59,61,61,63,59,65,58,62,62,65,60,59,61,59,60,58,61,57,59,212
KNDW3F,2021,57,55,56,59,59,65,61,61,57,56,62,59,56,62,64,62,59,59,60,63,56,58,58,62,60,55,57,58,60,60,212
CHM9KZ,2021,67,64,67,73,61,59,62,66,74,70,67,66,72,64,68,65,65,64,66,73,59,69,64,78,64,73,70,60,68,77,212
VHSKGW,2021,63,61,56,68,65,62,63,65,63,61,60,60,57,63,77,65,64,65,69,68,66,58,64,62,61,62,64,55,60,59,212
DNBYHE,2021,62,59,70,56,57,55,59,58,60,60,58,57,56,54,64,55,67,61,60,60,57,61,59,62,60,60,56,63,55,65,212
WVCPVH,2021,68,70,63,65,67,58,63,62,68,68,63,65,66,64,69,63,66,63,65,69,70,65,62,69,67,68,60,63,65,66,212
JNFBK8,2021,62,80,62,65,71,52,58,63,69,63,65,64,66,62,69,59,61,60,64,65,78,66,57,65,67,67,65,72,67,61,212
9XJFNY,2021,67,64,66,60,71,57,61,64,77,73,70,64,65,66,67,50,66,53,61,67,70,79,67,67,75,62,65,65,70,62,212
MGGVBY,2021,60,57,55,56,57,58,52,56,67,56,59,58,58,57,55,52,52,49,56,55,56,64,51,60,55,57,64,60,66,55,212
F89KD9,2021,62,58,61,60,64,53,51,55,74,66,61,57,60,61,59,47,61,48,57,58,69,71,57,62,58,59,68,64,75,58,212
8AUJEF,2021,54,60,59,57,56,50,54,52,61,60,57,56,58,55,57,52,58,47,53,58,59,59,57,58,57,59,57,61,67,53,212
7H3337,2021,58,57,62,66,61,57,60,61,75,61,56,58,60,59,58,60,64,57,59,65,66,68,70,71,58,58,60,56,61,68,212
7LAGPZ,2021,58,56,59,60,57,52,58,55,48,54,54,55,64,61,60,66,60,63,53,61,51,58,59,59,63,59,62,52,56,53,212
SHVWMQ,2021,57,59,58,59,69,62,68,65,60,61,60,59,64,57,66,56,62,60,63,62,60,56,55,62,62,62,58,57,54,64,212
LR83YD,2021,65,65,68,69,66,66,69,71,66,63,66,61,64,64,77,72,73,70,72,72,59,62,64,62,67,70,67,64,63,71,212
XFQH8D,2021,67,70,69,69,76,61,67,71,65,66,65,64,75,68,69,63,76,66,62,79,67,67,68,75,76,68,71,64,62,67,212
NMLNDL,2021,57,57,58,70,56,70,58,63,61,56,59,58,54,66,57,58,60,60,65,60,59,59,57,55,52,62,61,56,54,56,212
BBHNLB,2021,58,62,55,69,56,62,59,66,64,62,65,61,61,64,64,70,56,62,69,65,61,55,55,61,60,72,64,55,64,60,212
ZVQG9E,2021,58,59,74,65,65,68,67,64,58,58,59,59,60,62,62,59,73,66,63,63,59,61,61,60,66,63,57,69,57,67,212
SFATQ8,2021,67,64,60,67,58,59,59,57,61,55,61,70,69,65,66,63,62,69,70,68,61,66,61,70,66,69,68,61,60,57,212
HDH3NQ,2021,60,64,73,55,74,46,59,65,62,57,63,58,62,58,65,50,78,54,51,62,64,71,74,62,67,54,58,72,64,68,212
EBBSRL,2021,59,62,58,68,60,62,68,64,60,54,58,55,61,65,65,72,58,65,69,64,64,56,53,63,56,65,57,55,60,60,212
WJKPRJ,2021,60,59,59,57,54,59,58,54,51,57,53,62,57,52,61,63,59,76,57,58,53,54,58,60,58,67,57,51,52,54,212
ZCY9QN,2021,60,63,61,73,72,64,73,75,68,66,62,56,61,71,67,67,67,63,67,67,61,62,61,64,64,66,65,58,57,66,212
SEMZDX,2021,57,61,65,76,67,58,64,69,59,63,64,59,67,76,64,63,68,66,64,69,64,64,60,64,66,69,63,59,57,59,212
CGDY3P,2021,58,56,54,57,60,74,67,62,59,58,53,58,55,59,63,68,59,60,60,63,56,53,55,59,62,61,57,50,55,58,212
N9LDAR,2021,68,73,66,70,68,62,63,68,65,63,68,67,66,64,70,65,69,65,67,73,69,68,63,72,66,69,68,69,65,63,212
Q3FH7V,2021,62,61,65,62,64,57,68,64,59,58,53,60,62,59,68,65,68,65,65,64,57,61,62,59,66,63,58,63,54,62,212
EMZQS8,2021,61,57,59,66,64,67,72,65,62,62,61,57,61,69,68,66,66,66,66,68,60,57,58,63,63,61,61,55,59,62,212
7AJLNU,2021,67,65,61,64,65,59,66,67,66,62,70,68,64,62,73,69,59,65,70,72,62,60,60,65,67,76,62,53,65,66,212
LBNAKX,2021,57,56,57,66,65,55,61,61,59,51,56,58,54,60,72,61,62,64,66,65,56,56,56,58,61,57,59,58,57,56,212
NNWVSZ,2021,60,58,57,62,55,55,54,60,64,59,58,61,59,59,68,64,59,58,60,57,55,61,56,61,57,59,57,56,67,61,212
AKEFYE,2021,62,54,53,68,57,54,51,57,56,55,55,59,55,58,57,58,54,59,60,61,58,53,54,58,53,64,63,57,55,53,212
FAGTGQ,2021,58,58,52,58,51,58,56,57,53,51,61,53,57,56,58,65,53,60,59,55,57,53,56,55,57,57,54,54,57,55,212
YVX7GV,2021,61,56,59,69,60,60,59,62,58,53,60,55,64,72,64,68,63,61,61,63,58,61,59,61,63,62,64,59,60,58,212
8VFBHQ,2021,62,53,54,56,58,54,56,58,65,57,58,58,54,56,62,50,59,53,57,56,54,59,59,53,58,54,57,56,60,56,212
TZRNNF,2021,62,53,55,53,57,52,56,57,57,54,56,57,54,54,59,50,59,56,57,53,54,55,58,51,58,54,55,58,56,55,212
E9ZJVS,2021,68,59,65,65,61,54,57,63,63,56,58,62,63,61,62,63,62,60,56,63,57,61,58,65,64,60,64,57,60,60,212
A9XTCC,2021,51,47,51,49,49,55,55,52,51,53,53,53,46,52,54,48,50,53,51,47,48,51,51,51,57,48,47,49,51,47,212
3QH37J,2021,62,57,58,65,55,56,53,55,62,66,62,66,63,62,63,60,56,59,58,67,56,63,60,72,62,67,66,52,68,57,212
PGPRAP,2021,63,56,62,62,60,50,56,55,59,54,56,59,62,60,62,60,60,64,56,68,59,62,57,63,56,57,55,55,54,55,212
8YH8LH,2021,60,58,58,63,50,60,58,57,53,56,57,55,68,58,60,69,56,64,60,61,56,58,56,60,57,64,63,53,58,55,212
9WBNDY,2021,65,62,59,62,62,59,62,61,79,65,57,58,60,62,63,60,60,53,57,64,66,65,59,70,62,63,62,57,66,67,212
CDUKU7,2021,65,64,57,63,63,58,64,65,65,63,66,63,67,59,61,65,63,64,67,64,60,66,61,64,67,67,66,57,59,60,212
XSXD8G,2021,62,62,60,66,62,52,62,63,67,60,60,61,59,58,65,61,65,63,59,68,55,59,61,61,63,64,64,53,58,65,212
MEDVSF,2021,64,60,63,64,62,57,69,64,57,56,62,62,57,64,66,62,71,61,63,66,58,62,63,62,69,60,59,63,61,58,212
GFVPUY,2021,63,62,61,63,68,55,57,59,70,55,55,58,60,65,61,59,63,51,55,64,68,72,57,68,64,56,71,65,77,61,212
9GD9PX,2021,61,60,55,61,65,65,58,66,60,60,59,62,57,53,61,59,60,59,65,65,54,57,56,59,55,61,61,54,57,56,212
GYMZW7,2021,64,61,67,68,69,64,68,65,70,64,62,62,68,67,74,64,78,64,66,78,62,64,70,68,66,71,68,61,62,68,212
RVHHHM,2021,63,65,60,65,68,62,62,63,66,58,60,58,63,65,63,63,62,64,65,65,86,61,57,67,61,64,60,62,64,66,212
QUUK8V,2021,65,61,61,58,57,54,53,52,64,56,55,62,60,58,60,56,55,53,55,56,63,64,50,60,54,62,58,59,71,55,212
NXSRXK,2021,65,59,54,66,64,52,57,61,68,60,57,62,56,63,59,55,59,58,60,64,68,59,58,59,62,64,61,56,63,56,212
KBPDHB,2021,59,56,57,65,64,61,70,63,61,53,63,57,60,66,72,61,60,62,65,70,63,57,59,56,62,60,58,57,59,58,212
P8B7S7,2021,60,56,51,59,57,64,63,60,58,58,56,57,60,59,61,76,57,59,63,64,55,50,53,60,61,61,57,49,57,56,212
RYWAXS,2021,60,59,52,55,53,58,64,60,51,58,54,62,58,50,62,70,55,65,66,60,56,49,55,58,54,63,56,48,49,59,212
KEHPVU,2021,49,56,59,53,61,58,68,60,60,59,52,50,56,57,62,58,61,63,58,56,54,53,57,59,57,60,53,58,53,63,212
BVH7HB,2021,59,62,56,57,56,54,56,57,51,52,57,54,53,55,56,56,56,56,57,49,57,55,56,55,57,52,52,58,51,51,212
8WDMGX,2021,67,57,56,65,56,62,57,62,57,61,61,61,78,63,60,59,58,62,67,64,58,60,54,62,56,68,68,58,59,55,212
PKG9AJ,2021,59,62,61,65,66,58,59,62,80,70,61,61,60,63,65,58,61,53,60,65,69,67,61,69,65,59,61,61,67,65,212
RPM3NF,2021,57,61,57,68,61,58,63,65,62,60,56,61,68,58,64,65,58,68,62,67,64,61,56,71,59,67,66,57,54,62,212
3HCTNX,2021,59,54,56,67,54,65,55,55,58,56,57,60,53,60,60,59,55,61,64,58,61,56,57,58,57,61,57,51,53,51,212
FZB98Y,2021,63,61,62,63,69,54,60,59,64,55,59,56,58,62,66,57,62,61,57,66,76,63,58,65,64,62,60,59,61,62,212
UCVDRT,2021,63,72,67,68,62,55,62,60,63,58,59,67,76,65,62,66,64,65,60,69,64,65,62,74,68,68,67,59,61,67,212
MWDAS7,2021,66,60,60,65,66,58,59,60,72,66,61,66,64,64,62,56,62,58,59,64,62,70,62,77,70,63,64,61,64,60,212
VAPBFR,2021,60,53,53,52,53,50,53,51,52,49,47,58,60,53,57,68,56,54,53,56,57,53,53,60,60,55,54,51,64,48,212
QLJ87E,2021,59,61,67,65,63,62,60,60,61,54,56,57,61,65,62,59,66,63,58,61,70,64,59,66,61,55,57,64,61,61,212
F3VYUW,2021,53,50,52,62,51,59,59,57,52,52,53,52,55,63,54,62,52,60,56,59,52,51,52,56,55,58,57,52,53,51,212
JZQV9W,2021,63,63,58,63,57,61,60,63,59,56,57,60,67,67,61,72,59,66,65,64,66,57,53,69,66,64,60,55,72,59,212
WX7QGN,2021,67,62,61,72,67,61,63,64,72,71,63,67,62,63,71,64,65,69,67,74,61,62,61,67,65,70,66,59,59,63,212
YBFMNB,2021,62,53,50,60,56,50,55,57,60,57,58,56,53,53,61,58,59,61,59,56,57,56,53,54,57,62,55,59,56,56,212
TRSJNH,2021,55,58,59,58,68,65,66,60,65,66,58,57,63,60,68,60,63,57,60,65,59,55,59,60,64,65,59,54,60,67,212
3PEZFZ,2021,67,63,66,69,68,60,62,64,67,63,66,66,65,71,67,56,68,59,59,74,67,71,68,72,70,69,71,64,72,63,212
XASAUY,2021,65,58,56,61,62,56,67,61,53,55,60,61,57,61,66,65,63,59,65,63,57,54,59,55,64,61,56,59,56,52,212
VABYQY,2021,60,54,56,66,55,61,62,60,58,55,58,62,58,59,61,63,62,62,66,69,53,56,60,63,63,62,65,53,58,58,212
MRXJXT,2021,63,66,61,64,65,56,64,67,56,53,60,61,63,61,64,63,63,65,61,65,64,61,60,62,62,57,58,61,61,56,212
KADHMW,2021,60,57,56,67,53,54,60,55,56,55,56,56,59,68,63,66,57,59,60,62,60,59,53,59,61,63,59,56,61,50,212
ARWGTQ,2021,67,62,62,65,57,64,67,59,66,63,61,64,66,62,67,68,61,72,69,65,60,59,60,68,59,73,60,58,57,63,212
7T3KEG,2021,71,63,66,59,73,61,69,67,67,63,63,62,59,65,70,57,75,59,61,69,62,63,68,65,73,64,63,63,61,68,212
WMLMDT,2021,64,66,68,63,72,60,65,67,64,62,68,63,66,64,72,62,74,64,68,70,64,65,86,64,72,62,65,67,58,64,212
TKAA3A,2021,59,59,60,61,63,69,66,65,63,58,60,62,58,60,68,65,65,62,62,65,59,58,60,66,65,61,62,56,61,65,212
9XSBBG,2021,66,58,66,59,70,55,63,64,61,54,58,60,59,61,61,54,69,60,60,66,61,60,58,62,67,58,65,63,63,62,212
CFH8B9,2021,68,58,63,73,58,69,66,61,64,63,58,61,68,71,61,64,64,62,64,69,58,63,58,66,63,68,69,56,64,54,212
37FCRG,2021,59,56,64,69,60,72,59,65,59,59,59,58,55,63,57,60,68,59,61,66,62,63,64,60,59,60,63,55,58,58,212
VTJA3P,2021,54,55,54,61,55,57,62,62,52,54,55,56,59,57,59,64,58,62,64,63,53,51,59,59,65,54,59,53,52,56,212
YJZX73,2021,61,56,56,58,61,64,65,58,61,57,54,57,57,62,62,60,59,57,58,61,60,56,58,63,67,57,60,53,56,58,212
DKRASY,2021,61,60,58,69,56,61,61,58,58,68,57,62,70,62,61,66,60,61,60,66,58,61,59,67,63,66,66,53,60,53,212
UDGGAV,2021,64,58,71,64,76,61,65,71,70,64,61,58,60,62,63,55,71,62,61,68,63,66,60,66,65,64,62,64,57,71,212
B8MM7N,2021,59,62,61,65,71,66,66,70,73,67,65,61,59,63,65,58,62,62,67,64,61,61,56,63,63,69,59,59,57,69,212
WYXPBE,2021,69,65,65,70,65,61,61,62,77,66,60,67,70,66,66,67,63,63,61,69,65,71,63,85,68,69,70,56,68,67,212
WQGA3C,2021,54,54,54,57,52,54,55,53,54,59,53,62,54,51,60,61,53,54,58,61,51,56,53,56,57,56,52,50,57,52,212
EU9W89,2021,61,61,55,57,53,53,65,57,54,53,54,56,62,54,64,73,57,58,61,65,55,53,59,61,58,61,54,51,54,55,212
9RQKCP,2021,55,54,51,58,57,63,64,60,55,50,55,52,51,59,58,64,58,60,59,58,57,56,56,56,59,52,56,51,54,53,212
FSN8AR,2021,60,58,57,71,57,61,58,61,60,64,61,54,66,73,63,62,58,60,64,64,58,64,57,63,62,68,69,52,64,55,212
UBSHRL,2021,53,53,54,53,67,59,64,60,61,63,56,56,58,55,66,52,61,58,59,59,55,51,53,59,58,61,53,54,56,65,212
ZQPTKW,2021,62,58,60,65,61,63,64,59,63,56,54,63,53,58,69,65,63,61,63,68,57,57,55,59,55,61,63,56,56,64,212
3KAF9R,2021,59,68,62,72,65,66,64,70,63,60,67,60,61,65,62,67,63,67,66,66,63,65,61,68,64,61,65,60,61,65,212
WLTVU7,2021,70,68,67,74,73,65,71,72,64,62,69,68,71,68,73,70,72,66,72,79,65,66,63,71,70,74,73,62,63,64,212
DZMCHW,2021,55,70,57,62,64,64,67,66,53,59,60,57,55,57,60,58,59,60,65,56,64,56,57,54,67,58,54,63,50,54,212
RRRPSB,2021,59,58,54,63,59,63,70,64,55,61,58,58,60,62,68,59,67,62,63,63,53,57,62,57,61,64,63,57,53,55,212
Q9S7PT,2021,60,55,56,64,58,66,62,60,53,55,54,61,57,64,63,66,60,75,63,62,56,53,54,58,62,63,56,52,52,56,212
XV3NGT,2021,67,63,63,62,79,54,68,67,64,54,61,62,64,65,66,57,72,62,62,71,65,64,65,62,71,63,66,62,56,64,212
EH9ZEV,2021,61,60,60,61,65,63,62,62,74,65,56,59,59,67,59,57,62,55,58,65,67,64,60,69,65,56,62,58,65,63,212
RFPBRP,2021,63,62,61,70,68,61,70,67,66,62,61,67,64,66,69,65,67,67,74,79,62,65,63,70,64,69,67,57,59,65,212
CPJKQM,2021,58,64,63,61,70,63,67,63,60,53,62,62,59,65,68,58,63,65,65,65,69,62,61,63,66,58,58,63,58,58,212
8YQ8QL,2021,59,70,56,62,72,57,67,68,62,62,64,58,58,58,68,65,65,62,64,64,60,56,61,57,67,60,58,62,52,59,212
QR9PZ7,2021,65,62,61,61,61,59,65,64,68,64,62,57,63,59,75,62,66,59,63,67,58,63,65,63,65,62,61,60,58,68,212
7YY9MN,2021,63,66,66,68,66,59,59,66,69,65,66,62,66,70,63,57,63,57,61,68,68,66,64,66,72,60,65,63,63,61,212
